index_P,april.n.01,nothing.n.01,pound.n.10,wrinkle.n.01,austral.n.01,acre.n.03,wheat.n.02,billion.n.03,whitethorn.n.01,usage.n.03,hour_angle.n.02,mexico.n.01,volt.n.01,franc.n.01,security.n.04,termination.n.05,montana.n.01,elevation.n.03,dole.n.01,taiwan.n.02,redemption.n.02,portland.n.02,sugar.n.01,percentage.n.01,store.n.02,hectare.n.01,worm.n.02,rescue.n.01,yugoslav.n.01,alberta.n.01,february.n.01,fob.n.03,cooperative.n.01,sellers.n.01,treatment.n.01,duty.n.03,cargo.n.01,colombia.n.01,malted.n.01,basket.n.04,july.n.01,loanword.n.01,mission.n.04,jordan.n.02,bonus.n.02,army.n.02,government_accounting_office.n.01,argentina.n.01,pale_yellow.n.01,semolina.n.01,connecticut.n.01,food_and_agriculture_organization.n.01,home_plate.n.01,estate.n.02,maximum.n.03,june.n.01,cambodia.n.01,workweek.n.01,intravenous_feeding.n.01,ski_tow.n.01,commitment.n.05,license.n.01,protein.n.01,roberts.n.04,rebate.n.01,renewal.n.02,seaway.n.01,burlington.n.01,hydrofluorocarbon.n.01,substitute.n.02,elevator.n.01,registration.n.02,goal.n.01,bushel.n.02,tanzania.n.01,planting.n.03,season.n.03,millimeter.n.01,soviet_union.n.01,metric_ton.n.01,brazil_nut.n.02,pitch.n.02,offerer.n.01,source.n.07,arabian_peninsula.n.01,saudi.n.01,agreement.n.06,lining.n.03,cooperation.n.02,blemish.n.01,january.n.01,water.n.01,peer.n.01,exporter.n.01,algeria.n.01,paddy.n.01,month.n.02,hassium.n.01,barley.n.02,stage_set.n.01
194,4.2215,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.0358,3.0679,0,0,0,1.0583,0,0.3689,0,0,0,0,0,1.8789,0,0.9606,0,0.3091,0,0.2497,2.6,0,0.2727,0,3.0294,0.0473,0,0,0,0,0,0,0.0475,0,0,0,0,0.0169,0,0,0,0.112,0.2288,0,0.0663,0.0042,0,0,0,0,0.1145,0.002,0.0061,0,0.0515,0,0.4925,0,0.1352,0,0.2969,6.2594,0,0,0,0,0.1868,0,0,0,0,0,0.0101,0.0148,0,0,0,0,2.4469,0.1122,0.0645,0,0,0,0
115,0,0,0,0,0.92,0,0.6995,3.798,2.0565,1.2097,0.4328,0.1947,7.1591,0,0.187,0,0,0.3555,2.1511,0.8464,0,0,0,0,0.844,0,0,0.8242,0,0.54,0,0,0.0272,0,0,0,0.3192,0,2.2797,0,0,0,0,1.507,0.0212,1.27,1.4171,0.8473,0,0,0.071,0,0,0,3.184,0,1.6044,0,1.2653,1.4109,0,0,5.4078,0,0,0.794,0,0,0,0.5129,1.4112,0.5868,0.4616,0.0647,0,0,0,0,9.3389,0,0,0.8362,0.5084,0.0117,0,0.8432,0,0,0.5887,4.5976,0.0207,2.0324,0.2105,0,0,0,0,0.0052,0,0.0157
42,0,0.051,0,0,0,0,1.3774,0.092,0,0,0,0,0,0.5382,0,0,0.2943,0,0,0,0.2769,0,1.2127,0,0.7956,0,0,0,0.5435,0,0.5822,0,0.0188,0,0.458,0.4901,0,0,0,1.1557,0,0,0,0.0851,0.0527,3.0759,0.0353,0.0153,0,0,0.1942,0,0,0,0,0,0.2833,0.6983,0,0.3229,0,0.0526,0.6108,0.5061,0.0071,0,0,0,0.1659,0.023,0,0,0,0,0,0,0.6554,0,0,0,0.5272,0.0979,0.1387,0,0,0.0048,0,0,0,0,0,0,0,0,0.0051,0.0661,0,0.1566,0.0005,0
296,0.0652,0,1.6573,0.0438,0.719,0,0,0,0,0.3143,0.3711,0.2425,1.669,0,0,2.5823,0,0,0.2248,0.1928,0,0,0,0,0.3521,0,0,0.3123,0,0,0,0.0068,0,0,0.92,0,0,0.0103,0.7943,0,0,0.0014,0.156,0.1347,0,2.5635,0,0,0.0006,0,0,0,0,0,0.1686,0,0,0,0,0.0054,0,0.1914,0.2063,0,0.0092,0.1368,0,0,0,0.0241,0.4274,0.0367,0,0.0944,0.5213,0,0,0,2.3967,0,0.7875,0.0218,0.0359,0.0052,0.0391,1.0381,2.0554,0.9518,0,0,0.0611,0,0,0,0,0,1.6516,0,0,0.004
136,0,0,0.5873,0.754,2.1082,0,0,0,1.5261,1.671,0.8174,0.9345,10.6443,0,0,0,0,0,2.9477,1.8759,0,0,0,0,0.4713,0,0,1.1537,0,0,0,0,0,0.295,0,0,0.5694,0,2.867,0,0,0.0026,0.4417,0,0.1167,0.7894,0,0,0.0112,0.0279,0,0.0371,1.5353,0.0135,3.73,0,0,0,0,0.1081,0,0,5.0369,0,0.0019,0.9775,0.1882,0,0,0.3754,2.5861,0.9795,0.1678,0.0588,0.0613,0,0,0.1743,15.1188,0.0623,0,0.4602,0.8145,0.0206,0.6719,1.2654,0.1698,0.0209,0.1073,0,0,0.1521,0.4181,0,0,0,0,0,0,0
40,0,0.4151,0,0,0.7685,0.0021,1.371,0,0.5509,0.1132,0,0.3439,1.7048,0,0,0,0,0,0.2697,0.3335,0,0.031,0,0,0.8434,0,0,0.3901,0,0,0,0,0,0,0,0,0.0847,0,0,0,0,0,0.1296,0.067,0.0406,3.3007,0.0335,0,0,0,0.1929,0.4434,0,0,1.2064,0,0,0,0,0.3159,0,0.1021,2.7293,0,0.0414,0.2367,0,0,0.2678,0.1065,0.583,0,0,0,0,0,0,0,2.3039,0.1109,0.4643,0.1202,0.5349,0.1666,0.4581,0.3755,0,0,0,0,0,0,0,0,0,0.0167,0,0.1162,0.0003,0
427,0,0,0,0.3033,3.2465,0.0689,0.2445,0,2.3975,3.0597,1.1539,1.6704,13.2653,0,0.0005,0,0,0.1341,5.0989,1.0642,0,1.1766,0,0,0.567,0.5544,0,1.4533,0,0.4879,0,0,0,0.038,0,0,0.4974,0.0099,4.2442,0,0.3157,0,0.1615,0,0.1043,1.3704,0.0787,0.2045,0,0.0603,0.0116,0.6149,0,0.0103,4.465,0,0.3434,0.8004,0,0.2,0,0.2023,7.1572,0,0.2312,1.7137,0,0,0.027,0,3.4256,0.2385,0,0.1269,0,0,0,0,17.8788,0.0184,0.6174,0.8891,1.1616,0.0011,0.4564,1.5937,0,0,1.1764,0,0.0404,0,0,0,0,0,1.7607,0,0,0.0078
261,0,0.041,0,0,0.1126,1.1787,0,0.0341,0,0,0.1169,0,0.6539,0,0,0,0,0,0.251,0.59,0.036,0,0,0.712,0,0,0,0.0667,0,0.902,0.0804,0,0,0,0.0131,0.2732,0,0,0,0.3701,0,0.825,0.0842,0.0028,0.0556,1.2969,0,0.0006,1.4699,0,0,0,0,0.0004,0.0053,0,0,0,0,0.1207,0,0,0,0,0.0015,0,0,0,0,0,0.0778,0.5718,0.0139,0,0,0,1.3873,0.0566,1.3646,0.0142,0.1359,0.1201,0.131,0.1276,0,0.096,0,0,0.0951,0,0,0,0,0.3843,0.0054,0,0.0215,0,0,0
237,0.3758,0.0047,0,0,0.1835,1.0764,0,0.0044,0,0,0.1227,0,0.6873,0,0,0,0,0,0.258,0.556,0.0598,0.0014,0,1.1454,0,0,0,0.1341,0,1.0079,0.2202,0,0,0,0.0226,0.3621,0,0,0,0.3577,0,1.327,0.069,0.0045,0.0429,1.7008,0,0.0191,2.3644,0,0,0,0,0,0.0022,0,0,0,0,0.1765,0,0.0032,0,0,0,0,0,0,0,0,0.076,0.6384,0.0023,0,0,0,1.2551,0.0067,1.8166,0.0017,0.0154,0,0.1274,0.1141,0,0.0625,0,0,0.4016,0,0,0,0,0.4168,0.0072,0,0.0384,0,0,0
435,0,0,0,0,2.8456,0,0.2083,1.2736,2.3212,2.1462,0.5765,1.3398,8.9054,0,0.1506,0,0,0,2.7384,1.6194,0,0.3242,0,0.1037,1.0534,0.5968,2.3351,0.9765,0,0,0,0,0,0.3271,0,0,0.8696,0,2.7002,0,0.9829,0.008,0.1929,0.0162,0,2.0369,0.1228,0,0,0,0.1412,0,0,0,2.0316,1.945,0.0325,0.1814,0.8133,0,0,0,5.8016,2.2537,0,1.2795,0,0,0,0.0737,2.673,0,0,0,0,0,0,0,13.6851,0,0.2764,0.6969,1.0817,0,0,1.4098,0,0.0462,0,0.7644,0,0,0.5599,0,0,0,0,0.1458,0,0.1029
572,0,0.4878,0,0.4356,0.6127,0.1797,0.376,0.4526,0.8766,0.8449,0,0.1155,4.0703,0,0,0.1566,0,0,1.0242,0.4893,0,0,0,0,0.2747,0,0,0.5151,0,0,0,0,0,0,0,0,0.2494,0,1.2397,0,0,0,0.2184,0.9677,0,1.2087,0,0.6038,0,0,0.0884,0,0,0,1.9198,0,0.6708,0.446,0,0,0,0.34,3.0882,0,0,0.493,0,0,0.3439,0,0.8341,0,0,0.0788,0,0,0,0,4.7569,0,0,0.329,0.2363,0,0,0.7054,0.371,0,0.5931,4.4428,0,0,0.0743,0,0,0.3195,0,0.255,0.0122,0
107,0,0.3069,0,0,2.7047,0.0379,0,0,1.903,1.9551,0.3263,1.2575,6.9517,0,1.2114,0,0,0,1.9943,0.9291,0,0,0,0.4161,0.2251,0.4217,2.9656,0.5903,0,0.9555,0,0,0,0,0,0,0.7741,0,2.6397,0,0,0.4821,0.4072,0,0.0314,1.7404,0,0,0.8591,0,0,0,0.2022,0,1.4441,2.3509,0,0,0.0099,0,0,0.2229,4.9616,4.7426,0.4602,0.9129,0,0,0,0,2.1158,0.076,0,0,0,0,0,0,10.9664,0.0739,0,0.3699,0.9591,0,0.4053,0.9193,0,0,0,0.2885,0,1.1112,1.7479,0,0,0,0.0827,0.0765,0,0
38,0,0.1068,0,0,0,0,1.5848,0.0272,0.0289,0,0,0,0,0.3527,0,0,0.1539,0,0,0,0.1807,0.019,0.9012,0,0.7891,0,0,0,0.1977,0,0.5507,0,0.0156,0,0.1783,0.304,0,0,0,0.9552,0,0,0,0.0576,0.1536,2.9891,0.002,0.0282,0,0,0.2228,0,0,0,0,0,0.1178,0.2967,0,0.4848,0,0.1277,1.2601,0.2626,0.073,0,0,0,0.1643,0.0155,0,0,0,0,0,0,0.2946,0,0,0,0.3319,0.1754,0.2027,0,0.083,0,0,0,0,0,0,0,0,0,0,0.0087,0,0.0594,0.0002,0
338,0,0,0,0,1.1152,0.0797,0,0,0.573,1.4693,0.4661,0.8215,3.8802,0,0.0046,0,1.6506,0,2.5881,3.447,0,0.0146,0,0,0.3121,0.0107,0,0.8227,0,0.2567,0,0,0,0.0023,0,0,0,0,2.0151,0,0,0,0.3082,0,0.1807,0.8136,0,0,0,0,2.2643,0,0,0,0.0149,0,0,0,0,0.1987,0,0.0019,0.3601,0.2799,0,0.7696,0,0,0.0746,0,1.6752,0.0575,0,0,0,0,0,0,8.6671,0,0,0.2012,0,0,0,0.8254,0,0,0.0577,0.0002,0.0112,0,0,0,0,0.2852,0.399,0,0,0.1613
152,0.7157,0.0448,0,0,0.0634,0.9515,0,0,0,0,0,0,0.3373,0.1268,0,0,0,0,0.0514,0.5264,0.125,0,0,0.6336,0,0,0,0.0853,0,1.5051,0.4318,0,0,0,0.1571,0.3907,0,0,0,0.3229,0,0.7323,0.0083,0.0231,0.2126,2.5055,0,0.0337,1.3056,0,0,0,0,0,0.1737,0,0.0963,0.2395,0,0.3871,0,0.1545,0.9589,0,0.0907,0,0,0,0,0,0,0.2935,0,0,0,0,1.7377,0,0.090700000000001,0,0.1796,0.1908,0.2251,0.1085,0.107,0.0766,0,0,0.0741,0,0,0,0,0.4334,0.0213,0,0,0.0499,0.0002,0
73,2.0153,0,0.4017,0,0,0.0434,0.0015,0,0,0,0,0,0,0.5904,0,0.9197,0.5374,0.0491,0,0,0.3596,0,1.4087,0.0019,0,0.0117,0,0,0.8168,0,0.4514,0,0.0576,0,0.7008,0.6351,0.0737,0.0326,0,0.5412,0.0165,0.0006,0,0.0601,0.0043,0.6426,0.0578,0.0192,0,0,0.0014,0,0,0,0,0,0.3803,0.9112,0.0156,0,0,0.0706,0.0054,0,0.0046,0,0,0,0.0224,0,0,0,0,0,0.1635,0,1.6633,0,0,0,0.2647,0,0,0,0,0.0057,0.6662,0.3289,0,0,0.02,0,0.0001,0.4716,0.0629,0.089,0,0.2012,0.0006,0
294,0,0,1.3895,0.059,0.9259,0,0,0,0,0.3806,0.5476,0.4224,1.7625,0,0,2.1041,0,0,0.2813,0.2222,0,0,0,0,0.3149,0,0.0168,0.363,0,0,0,0.0088,0,0,0.6762,0,0,0.0069,0.8923,0,0,0.0011,0.225,0.1038,0,2.149,0,0,0.0008,0,0,0,0,0,0.1612,0,0,0,0,0.0061,0,0.154,0.1895,0,0.0069,0.1836,0,0,0,0.0302,0.5212,0.0447,0,0.0877,0.4296,0,0,0,2.9122,0,0.6443,0.0266,0.0827,0.0065,0.0411,0.9157,1.6892,0.7777,0,0,0.0502,0,0,0,0,0,1.9569,0,0,0.0048
560,0,0.4975,0,0.0582,2.3408,0.0632,0.1217,0,1.469,2.0417,1.8271,1.5352,8.6363,0,0,0,0,0,2.2592,1.1034,0,0,0,0,0,0,0,1.2193,0,0.4274,0,0.1065,0,0,0,0,0.335,0,2.4634,0,0,0,0.1497,0.1689,0.0611,2.0992,1.5076,0.0055,0,0,0.0177,0,1.9802,0,4.0948,0,0,0,0,0,0,0.1449,4.961,0,0.0737,1.0593,0,0,0,0.5048,2.3497,0.4022,0,0,0,0,0,0.2517,11.827,0.1062,0,0.3932,0.8017,0,0.4742,1.0569,0,0,0.3949,0,0,0,0,0,0,0.0258,0,0.1574,0.0135,0.0168
482,0,0,0.4427,0,2.5151,0,0,0.1835,0.8674,1.8744,0.4414,1.3872,6.8523,0,0.3736,0,0,0,2.1433,1.0368,0,0.9433,0,0,0.3703,0,0,1.2794,0,0,0,0.4335,0,0.4295,0,0,0.3738,0,3.0543,0,0,0,1.8672,0,0,0.9155,0.5792,1.5333,0.3878,0,0,0.0293,0.0136,0.1769,2.3144,0,0.2648,0.8089,0.879,0.6356,0,0,2.9804,0,0,1.1012,0,0,0,0.3766,2.1922,0.7461,0,0.0917,0,0,0,0,11.4451,0,0.5134,0,0.7503,0.0236,0,0.9456,0.1671,0.0346,0,2.8292,0,1.0608,0,0,0,0,0,0.0938,0.0254,0
507,0,0,0,0.7941,2.3105,0,0.3265,1.1585,1.8267,2.1313,1.1659,1.2288,9.5156,0,0.0722,0.179,0,0,2.6045,1.1027,0,0,0,0,1.095,0,0,1.3329,0,0.1982,0,0,0,0.1153,0,0,0.507,0,2.973,0,0,0,0.5422,0.3727,0.0047,0.9666,0,0,0,0,0.0155,0,1.0561,0.0121,4.0526,0,0,0.1628,0,0.1144,0,0,5.8796,0,0,1.2808,0,0,0,0.1341,2.4925,0,0,0.1734,0,0,0,0.6714,12.9289,0,0,0.2687,0.8175,0.0612,0,1.1239,0,0.0835,0.189,0.9675,0.0204,0.9531,0.0751,0,0,0,0,0,0,0.0009
400,0,0,0,0,4.5911,0.0294,0.8203,0.8991,0.454,1.0217,2.0986,0,3.9132,0,0.1297,0,0,0,2.5332,0.3629,0,0.5251,0,0.0744,0.4616,2.2414,0,0.7359,0,0.3766,0,1.0999,0.0019,0,0,0,0.277,0,2.0867,0,0,0,0.6587,0.3799,0,0.9731,0,0,0,0,0.43,0,0.0381,0.0047,1.5776,0,0.7089,0,0,0,0,0,2.6223,0,0,0.8657,0,0,0.1698,0,0,0,0,0.0437,0,0,0,0,6.909,0,0.0965,0.2796,0.6895,0,0,0.7688,0,0,0,2.2996,0,1.1521,0,0,0,0.6244,0.1361,0,0.4832,0
12,0.1971,0,0,0.0963,0.7575,0.0122,0,0.06,0,0,0,0,0.9234,0.3091,0,0.0768,1.1425,0.1627,0,0,0.2672,0.0627,0,0.1456,0,0.057,0,0,2.1126,0,1.2798,0,0.1203,0.1162,1.5735,0.9146,0.0071,0.1196,0,1.5508,0,0.1706,0,0,0.0242,0,0.1326,0.0279,0.312,0,0,0,0.1171,0.1354,0.3744,0.031,0.1601,0.204,0.129,0,0,0.0011,0.6306,0.1957,0,0,0,0,0.0189,0,0,0,0.0126,0.1297,0,0,3.3649,0,3.7805,0,0,0,0,0,0,0,0,0,0,0.3049,0,0.1875,0.1409,0.9582,0.1035,0,0,0.0265,0,0
313,0,0,0.1199,0,3.5405,0.325,0,0.0918,2.9157,3.2045,1.4878,1.8911,13.4521,0,0,0,0,0,3.8569,1.8121,0,0,0,0.0014,0.5998,0.0679,3.477,1.0949,0,0.2782,0,0,0,0.2896,0,0,1.4819,0,4.1929,0,0,0,0.5901,0,0.3654,1.2589,0.0718,0,0,0,0,0.1192,0,0.0589,3.498,2.8985,0,0,0.1351,0,0,0.1296,7.8235,5.1377,0.1459,1.8114,0,0,0.231,0,3.692,0.2805,0.1989,0.3054,3.534,0,0,0,19.0367,0,0.0242,0.5812,1.273,0,0.1115,1.6714,0,0,0,0,0,0,0,0,0,0.7956,0.1074,0,1.3474,1.3533
432,0,0.0871,0,0,2.6197,0.2388,0,0.1772,1.7193,1.9792,2.0248,1.3987,10.1923,0,0,0,0,0,2.417,0.873,0,0,0,0.3012,0,0,0,1.1677,0,0,0,0.187,0.1314,0.0484,0,0,0.4394,0,2.4436,0,0,0.6367,0.4334,0,0.0652,1.348,1.4004,0.0412,0,0,0,0,1.948,0.3655,5.0202,0,0,0,0,0,0.8314,0.1204,6.2648,0,0,1.2066,0,0,0,0.4401,2.4589,0.1569,0,0,0,0,0,0.277,11.827,0,0,0.1496,0.8207,0,0,0.6497,0,0,0.0875,0,0,0.1587,0.0632,0,0,0.0537,0,0.1418,0.034,0.0387
527,0,0,0.1806,0,2.4394,0,0,2.0287,0.5745,1.444,0.5039,0.8776,6.712,0,0.1005,0,0,0.0863,2.3523,0.9033,0,0,0,0.1141,0.1379,0,0,0.9124,0,0.3003,0,0.0679,0,0,0,0,0.199,0,1.7006,0,0,0.1464,1.0612,0.7302,0.1667,0.5309,0.7706,0,0.248,0.0137,0,0.0329,0,0.1066,2.4995,0,0,1.5462,0.7412,0.5392,0,0,3.258,0,0,0.8001,0.153,0,0,0.3666,1.7146,0.74,0,0.0742,0,0,0,0,9.8174,0,0,0.364,0.6142,0.0012,0,0.7799,0,0,0.1287,3.3529,0,0.9865,0.0641,0,0.6775,0,0.0913,0.0276,0.0028,0
