index_P,index_sent,full_word,lesks,lesks_name
370,8,,[],[]
370,9,aim- amalgamation- limit- regulatory- administrative- costs- achieve- recognition- required- Financial- Services- Act,"[Synset('target.v.01'), Synset('amalgamation.n.01'), Synset('limit.v.02'), Synset('regulative.s.01'), Synset('administrative.a.01'), Synset('price.n.03'), Synset('achieve.v.01'), Synset('recognition.n.08'), Synset('want.v.02'), Synset('fiscal.a.01'), Synset('service.v.01'), Synset('act.v.10')]","['target.v.01', 'amalgamation.n.01', 'limit.v.02', 'regulative.s.01', 'administrative.a.01', 'price.n.03', 'achieve.v.01', 'recognition.n.08', 'want.v.02', 'fiscal.a.01', 'service.v.01', 'act.v.10']"
370,10,legislation- requires- futures- market- become- Recognised- Investment- Exchange- RIE- trading- continue,"[Synset('legislation.n.01'), Synset('want.v.02'), Synset('future.n.03'), Synset('marketplace.n.02'), Synset('become.v.02'), Synset('recognized.s.02'), Synset('investment.n.06'), Synset('switch_over.v.01'), Synset('trade.v.03'), Synset('stay.v.04')]","['legislation.n.01', 'want.v.02', 'future.n.03', 'marketplace.n.02', 'become.v.02', 'recognized.s.02', 'investment.n.06', 'switch_over.v.01', 'trade.v.03', 'stay.v.04']"
370,11,,[],[]
370,12,,[],[]
370,13,,[],[]
370,14,merged- markets- remain- Baltic- Exchange,"[Synset('incorporate.s.01'), Synset('marketplace.n.02'), Synset('stay.v.04'), Synset('baltic.n.02'), Synset('switch_over.v.01')]","['incorporate.s.01', 'marketplace.n.02', 'stay.v.04', 'baltic.n.02', 'switch_over.v.01']"
370,15,,[],[]
371,0,LESS- GRAIN- FLOWS- WEST- GERMAN- INTERVENTION- West- German- Intervention- Board- said- accepted- tonnes- grain- start- current- agricultural- year- end- last- month- compared- mln- tonnes- July- February- period,"[Synset('lupus_erythematosus.n.01'), Synset('texture.n.05'), Synset('stream.n.04'), Synset('west.n.08'), Synset('german.n.01'), Synset('treatment.n.01'), Synset('west.n.08'), Synset('german.n.01'), Synset('treatment.n.01'), Synset('display_panel.n.01'), Synset('suppose.v.01'), Synset('accept.v.11'), Synset('metric_ton.n.01'), Synset('texture.n.05'), Synset('startle.n.01'), Synset('current.n.02'), Synset('agricultural.a.01'), Synset('year.n.03'), Synset('goal.n.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('compare.v.04'), Synset('metric_ton.n.01'), Synset('july.n.01'), Synset('february.n.01'), Synset('period.n.07')]","['lupus_erythematosus.n.01', 'texture.n.05', 'stream.n.04', 'west.n.08', 'german.n.01', 'treatment.n.01', 'west.n.08', 'german.n.01', 'treatment.n.01', 'display_panel.n.01', 'suppose.v.01', 'accept.v.11', 'metric_ton.n.01', 'texture.n.05', 'startle.n.01', 'current.n.02', 'agricultural.a.01', 'year.n.03', 'goal.n.01', 'last.v.01', 'month.n.02', 'compare.v.04', 'metric_ton.n.01', 'july.n.01', 'february.n.01', 'period.n.07']"
371,1,said- accepted- tonnes- bread- wheat- nil- year- earlier- period- nil- tonnes- high- quality- wheat- tonnes- feed- wheat- tonnes- rye- tonnes- high- quality- rye- tonnes- summer- barley- tonnes- winter- barley,"[Synset('suppose.v.01'), Synset('accept.v.11'), Synset('metric_ton.n.01'), Synset('bread.v.01'), Synset('pale_yellow.n.01'), Synset('nothing.n.01'), Synset('year.n.03'), Synset('early.a.05'), Synset('period.n.07'), Synset('nothing.n.01'), Synset('metric_ton.n.01'), Synset('senior_high_school.n.01'), Synset('timbre.n.01'), Synset('pale_yellow.n.01'), Synset('metric_ton.n.01'), Synset('tip.v.03'), Synset('pale_yellow.n.01'), Synset('metric_ton.n.01'), Synset('rye.n.03'), Synset('metric_ton.n.01'), Synset('senior_high_school.n.01'), Synset('timbre.n.01'), Synset('rye.n.03'), Synset('metric_ton.n.01'), Synset('summer.v.01'), Synset('barley.n.01'), Synset('metric_ton.n.01'), Synset('winter.v.01'), Synset('barley.n.01')]","['suppose.v.01', 'accept.v.11', 'metric_ton.n.01', 'bread.v.01', 'pale_yellow.n.01', 'nothing.n.01', 'year.n.03', 'early.a.05', 'period.n.07', 'nothing.n.01', 'metric_ton.n.01', 'senior_high_school.n.01', 'timbre.n.01', 'pale_yellow.n.01', 'metric_ton.n.01', 'tip.v.03', 'pale_yellow.n.01', 'metric_ton.n.01', 'rye.n.03', 'metric_ton.n.01', 'senior_high_school.n.01', 'timbre.n.01', 'rye.n.03', 'metric_ton.n.01', 'summer.v.01', 'barley.n.01', 'metric_ton.n.01', 'winter.v.01', 'barley.n.01']"
371,2,,[],[]
372,0,GRAIN- CERTIFICATE- REDEMPTIONS- PUT- MLN- BU- mln- bushels- government- grain- allocated- redemptions- commodity- certificates- since- program- began- April- according- Commodity- Credit- Corporation,"[Synset('texture.n.05'), Synset('security.n.04'), Synset('redemption.n.02'), Synset('put_option.n.02'), Synset('bushel.n.02'), Synset('government.n.03'), Synset('texture.n.05'), Synset('allocate.v.01'), Synset('redemption.n.02'), Synset('commodity.n.01'), Synset('security.n.04'), Synset('program.v.02'), Synset('begin.v.10'), Synset('april.n.01'), Synset('harmonize.v.01'), Synset('commodity.n.01'), Synset('credit_rating.n.01'), Synset('pot.n.07')]","['texture.n.05', 'security.n.04', 'redemption.n.02', 'put_option.n.02', 'bushel.n.02', 'government.n.03', 'texture.n.05', 'allocate.v.01', 'redemption.n.02', 'commodity.n.01', 'security.n.04', 'program.v.02', 'begin.v.10', 'april.n.01', 'harmonize.v.01', 'commodity.n.01', 'credit_rating.n.01', 'pot.n.07']"
372,1,Redemptions- included- mln- bushels- corn- valued- mln- dlrs- average- per- bushel- price- dlrs- since- current- grain- catalogs- issued- December- CCC,"[Synset('redemption.n.02'), Synset('include.v.03'), Synset('bushel.n.02'), Synset('corn_whiskey.n.01'), Synset('valued.s.01'), Synset('modal.s.01'), Synset('bushel.n.02'), Synset('price.n.05'), Synset('current.n.02'), Synset('texture.n.05'), Synset('catalogue.v.02'), Synset('issue.v.03'), Synset('december.n.01'), Synset('three_hundred.s.01')]","['redemption.n.02', 'include.v.03', 'bushel.n.02', 'corn_whiskey.n.01', 'valued.s.01', 'modal.s.01', 'bushel.n.02', 'price.n.05', 'current.n.02', 'texture.n.05', 'catalogue.v.02', 'issue.v.03', 'december.n.01', 'three_hundred.s.01']"
372,2,Wheat- redemptions- totaled- mln- bushels- valued- mln- dlrs- since- December,"[Synset('pale_yellow.n.01'), Synset('redemption.n.02'), Synset('totaled.s.01'), Synset('repair.v.01'), Synset('valued.s.01'), Synset('december.n.01')]","['pale_yellow.n.01', 'redemption.n.02', 'totaled.s.01', 'repair.v.01', 'valued.s.01', 'december.n.01']"
372,3,,[],[]
373,0,MGE- CORN- SYRUP- FUTURES- CONTRACT- CLEARS- HURDLE- staff- Commodity- Futures- Trading- Commission- CFTC- recommended- regulatory- agency- approve- Minneapolis- Grain- Exchange- application- trade- high- fructose- corn- syrup- HFCS- futures- contracts,"[Synset('corn_whiskey.n.01'), Synset('syrup.n.01'), Synset('future.n.03'), Synset('contract.v.01'), Synset('open.n.01'), Synset('hurdle.v.01'), Synset('staff.n.05'), Synset('commodity.n.01'), Synset('future.n.03'), Synset('trade.v.03'), Synset('perpetration.n.01'), Synset('commend.v.04'), Synset('regulative.s.01'), Synset('means.n.01'), Synset('approve.v.02'), Synset('minneapolis.n.01'), Synset('texture.n.05'), Synset('switch_over.v.01'), Synset('lotion.n.02'), Synset('trade.v.03'), Synset('senior_high_school.n.01'), Synset('fructose.n.01'), Synset('corn_whiskey.n.01'), Synset('syrup.n.01'), Synset('hydrofluorocarbon.n.01'), Synset('future.n.03'), Synset('contract.v.01')]","['corn_whiskey.n.01', 'syrup.n.01', 'future.n.03', 'contract.v.01', 'open.n.01', 'hurdle.v.01', 'staff.n.05', 'commodity.n.01', 'future.n.03', 'trade.v.03', 'perpetration.n.01', 'commend.v.04', 'regulative.s.01', 'means.n.01', 'approve.v.02', 'minneapolis.n.01', 'texture.n.05', 'switch_over.v.01', 'lotion.n.02', 'trade.v.03', 'senior_high_school.n.01', 'fructose.n.01', 'corn_whiskey.n.01', 'syrup.n.01', 'hydrofluorocarbon.n.01', 'future.n.03', 'contract.v.01']"
373,1,commission- expected- approve- application- meeting- tomorrow,"[Synset('perpetration.n.01'), Synset('expect.v.05'), Synset('approve.v.02'), Synset('lotion.n.02'), Synset('meeting.n.03'), Synset('tomorrow.r.01')]","['perpetration.n.01', 'expect.v.05', 'approve.v.02', 'lotion.n.02', 'meeting.n.03', 'tomorrow.r.01']"
373,2,proposed- contract- would- provide- delivery- lbs- plus- minus- two- pct- bulk- HFCS- liquid- food- beverage- sweetener- produced- processed- corn- starch- corn- refiners,"[Synset('propose.v.01'), Synset('contract.v.01'), Synset('provide.v.06'), Synset('pitch.n.02'), Synset('pound.n.01'), Synset('plus.a.01'), Synset('minus.a.01'), Synset('two.n.01'), Synset('percentage.n.01'), Synset('bulk.n.03'), Synset('hydrofluorocarbon.n.01'), Synset('melted.a.01'), Synset('food.n.02'), Synset('beverage.n.01'), Synset('sweetening.n.01'), Synset('produce.v.02'), Synset('work.v.05'), Synset('corn_whiskey.n.01'), Synset('starch.n.02'), Synset('corn_whiskey.n.01'), Synset('refiner.n.01')]","['propose.v.01', 'contract.v.01', 'provide.v.06', 'pitch.n.02', 'pound.n.01', 'plus.a.01', 'minus.a.01', 'two.n.01', 'percentage.n.01', 'bulk.n.03', 'hydrofluorocarbon.n.01', 'melted.a.01', 'food.n.02', 'beverage.n.01', 'sweetening.n.01', 'produce.v.02', 'work.v.05', 'corn_whiskey.n.01', 'starch.n.02', 'corn_whiskey.n.01', 'refiner.n.01']"
373,3,proposed- rules- shipping- certificate- limited- life- expires- days- following- last- day- trading- expiring- contract- month,"[Synset('propose.v.01'), Synset('rule.v.06'), Synset('ship.v.05'), Synset('security.n.04'), Synset('limited.s.06'), Synset('life_sentence.n.01'), Synset('run_out.v.04'), Synset('sidereal_day.n.01'), Synset('take_after.v.02'), Synset('last.v.01'), Synset('sidereal_day.n.01'), Synset('trade.v.03'), Synset('run_out.v.04'), Synset('contract.v.01'), Synset('month.n.02')]","['propose.v.01', 'rule.v.06', 'ship.v.05', 'security.n.04', 'limited.s.06', 'life_sentence.n.01', 'run_out.v.04', 'sidereal_day.n.01', 'take_after.v.02', 'last.v.01', 'sidereal_day.n.01', 'trade.v.03', 'run_out.v.04', 'contract.v.01', 'month.n.02']"
373,4,premium- charge- dlrs- per- contract- per- day- would- assessed- proposal,"[Synset('premium.n.04'), Synset('mission.n.03'), Synset('contract.v.01'), Synset('sidereal_day.n.01'), Synset('tax.v.02'), Synset('proposal.n.03')]","['premium.n.04', 'mission.n.03', 'contract.v.01', 'sidereal_day.n.01', 'tax.v.02', 'proposal.n.03']"
373,5,,[],[]
374,0,,[],[]
374,1,Tapioca- usage- fell- pct- mln- tonnes- mln- first- half- season,"[Synset('tapioca.n.01'), Synset('usage.n.03'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('first_gear.n.01'), Synset('one-half.n.01'), Synset('season.n.03')]","['tapioca.n.01', 'usage.n.03', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01', 'first_gear.n.01', 'one-half.n.01', 'season.n.03']"
374,2,Grain- usage- fell- pct- mln- tonnes- mln- soymeal- usage- fell- pct- tonnes- mln,"[Synset('texture.n.05'), Synset('usage.n.03'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('usage.n.03'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01')]","['texture.n.05', 'usage.n.03', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01', 'usage.n.03', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01']"
374,3,Cornglutenfeed- usage- fell- pct- tonnes- cornfeedmeal- usage- nearly- doubled- tonnes,"[Synset('usage.n.03'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('usage.n.03'), Synset('closely.r.03'), Synset('double.v.05'), Synset('metric_ton.n.01')]","['usage.n.03', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01', 'usage.n.03', 'closely.r.03', 'double.v.05', 'metric_ton.n.01']"
374,4,Citruspulp- usage- dropped- pct- tonnes- tonnes- rapeseed- meal- usage- rose- pct- tonnes- sunmeal- rose- pct- tonnes- tonnes,"[Synset('usage.n.03'), Synset('sink.v.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('metric_ton.n.01'), Synset('rapeseed.n.01'), Synset('meal.n.03'), Synset('usage.n.03'), Synset('rose.s.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('rose.s.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('metric_ton.n.01')]","['usage.n.03', 'sink.v.01', 'percentage.n.01', 'metric_ton.n.01', 'metric_ton.n.01', 'rapeseed.n.01', 'meal.n.03', 'usage.n.03', 'rose.s.01', 'percentage.n.01', 'metric_ton.n.01', 'rose.s.01', 'percentage.n.01', 'metric_ton.n.01', 'metric_ton.n.01']"
374,5,whole- season- July- June- Dutch- soymeal- usage- fell- pct- mln- tonnes- mln- previous- season- sunmeal- usage- rose- pct- tonnes,"[Synset('wholly.r.01'), Synset('season.n.03'), Synset('july.n.01'), Synset('june.n.01'), Synset('dutch.n.02'), Synset('usage.n.03'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('previous.s.03'), Synset('season.n.03'), Synset('usage.n.03'), Synset('rose.s.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01')]","['wholly.r.01', 'season.n.03', 'july.n.01', 'june.n.01', 'dutch.n.02', 'usage.n.03', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01', 'previous.s.03', 'season.n.03', 'usage.n.03', 'rose.s.01', 'percentage.n.01', 'metric_ton.n.01']"
374,6,Rapeseed- meal- usage- season- also- rose- pct- tonnes- citruspulp- fell- pct- tonnes,"[Synset('rapeseed.n.01'), Synset('meal.n.03'), Synset('usage.n.03'), Synset('season.n.03'), Synset('besides.r.02'), Synset('rose.s.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01'), Synset('hide.n.01'), Synset('percentage.n.01'), Synset('metric_ton.n.01')]","['rapeseed.n.01', 'meal.n.03', 'usage.n.03', 'season.n.03', 'besides.r.02', 'rose.s.01', 'percentage.n.01', 'metric_ton.n.01', 'hide.n.01', 'percentage.n.01', 'metric_ton.n.01']"
374,7,,[],[]
374,8,period- imports- agricultural- products- dropped- pct- billion- guilders- billion,"[Synset('period.n.07'), Synset('significance.n.02'), Synset('agricultural.a.01'), Synset('product.n.05'), Synset('sink.v.01'), Synset('percentage.n.01'), Synset('million.n.02'), Synset('guilder.n.02'), Synset('million.n.02')]","['period.n.07', 'significance.n.02', 'agricultural.a.01', 'product.n.05', 'sink.v.01', 'percentage.n.01', 'million.n.02', 'guilder.n.02', 'million.n.02']"
374,9,,[],[]
375,0,,[],[]
375,1,,[],[]
375,2,Italian- interior- home- markets- active- recent- weeks- traders- said- around- tonnes- traded- dealers- home- consumers,"[Synset('italian.n.01'), Synset('interior.s.05'), Synset('home_plate.n.01'), Synset('marketplace.n.02'), Synset('active.n.03'), Synset('recent.s.01'), Synset('workweek.n.01'), Synset('trader.n.01'), Synset('suppose.v.01'), Synset('around.r.07'), Synset('metric_ton.n.01'), Synset('trade.v.03'), Synset('principal.n.06'), Synset('home_plate.n.01'), Synset('consumer.n.01')]","['italian.n.01', 'interior.s.05', 'home_plate.n.01', 'marketplace.n.02', 'active.n.03', 'recent.s.01', 'workweek.n.01', 'trader.n.01', 'suppose.v.01', 'around.r.07', 'metric_ton.n.01', 'trade.v.03', 'principal.n.06', 'home_plate.n.01', 'consumer.n.01']"
375,3,,[],[]
375,4,,[],[]
376,0,CBT- TRADERS- SEE- LOWER- SOYBEAN- EXPORT- INSPECTIONS- USDA- weekly- export- inspection- report- expected- show- decline- soybean- exports- steady- slightly- lower- corn- wheat- exports- according- CBT- floor- traders- forecasts,"[Synset('trader.n.01'), Synset('visit.v.01'), Synset('lower.v.01'), Synset('soy.n.04'), Synset('export.v.02'), Synset('inspection.n.01'), Synset('department_of_agriculture.n.01'), Synset('weekly.n.01'), Synset('export.v.02'), Synset('inspection.n.01'), Synset('reputation.n.03'), Synset('expect.v.05'), Synset('show.v.12'), Synset('descent.n.05'), Synset('soy.n.04'), Synset('export.v.02'), Synset('sweetheart.n.01'), Synset('slightly.r.01'), Synset('lower.v.01'), Synset('corn_whiskey.n.01'), Synset('pale_yellow.n.01'), Synset('export.v.02'), Synset('harmonize.v.01'), Synset('floor.n.10'), Synset('trader.n.01'), Synset('prognosis.n.01')]","['trader.n.01', 'visit.v.01', 'lower.v.01', 'soy.n.04', 'export.v.02', 'inspection.n.01', 'department_of_agriculture.n.01', 'weekly.n.01', 'export.v.02', 'inspection.n.01', 'reputation.n.03', 'expect.v.05', 'show.v.12', 'descent.n.05', 'soy.n.04', 'export.v.02', 'sweetheart.n.01', 'slightly.r.01', 'lower.v.01', 'corn_whiskey.n.01', 'pale_yellow.n.01', 'export.v.02', 'harmonize.v.01', 'floor.n.10', 'trader.n.01', 'prognosis.n.01']"
376,1,Traders- projected- soybean- exports- mln- mln- bushels- mln- bushels- week- ago- mln- bushels- year- ago,"[Synset('trader.n.01'), Synset('project.v.06'), Synset('soy.n.04'), Synset('export.v.02'), Synset('repair.v.01'), Synset('repair.v.01'), Synset('workweek.n.01'), Synset('ago.s.01'), Synset('repair.v.01'), Synset('year.n.03'), Synset('ago.s.01')]","['trader.n.01', 'project.v.06', 'soy.n.04', 'export.v.02', 'repair.v.01', 'repair.v.01', 'workweek.n.01', 'ago.s.01', 'repair.v.01', 'year.n.03', 'ago.s.01']"
376,2,Corn- guesses- ranged- mln- mln- bushels- compared- mln- bushels- week- ago- mln- year- ago,"[Synset('corn_whiskey.n.01'), Synset('guess.v.02'), Synset('rate.v.01'), Synset('repair.v.01'), Synset('compare.v.04'), Synset('repair.v.01'), Synset('workweek.n.01'), Synset('ago.s.01'), Synset('year.n.03'), Synset('ago.s.01')]","['corn_whiskey.n.01', 'guess.v.02', 'rate.v.01', 'repair.v.01', 'compare.v.04', 'repair.v.01', 'workweek.n.01', 'ago.s.01', 'year.n.03', 'ago.s.01']"
376,3,Wheat- guesses- ranged- mln- mln- bushels- compared- mln- bushels- week- ago- mln- year- ago,"[Synset('pale_yellow.n.01'), Synset('guess.v.02'), Synset('rate.v.01'), Synset('bushel.n.02'), Synset('compare.v.04'), Synset('bushel.n.02'), Synset('workweek.n.01'), Synset('ago.s.01'), Synset('year.n.03'), Synset('ago.s.01')]","['pale_yellow.n.01', 'guess.v.02', 'rate.v.01', 'bushel.n.02', 'compare.v.04', 'bushel.n.02', 'workweek.n.01', 'ago.s.01', 'year.n.03', 'ago.s.01']"
376,4,,[],[]
377,0,,[],[]
377,1,,[],[]
377,2,EXPORT- INSPECTIONS- THOUS- BUSHELS- SOYBEANS- WHEAT- CORN,"[Synset('export.v.03'), Synset('inspection.n.01'), Synset('thousand.n.01'), Synset('repair.v.01'), Synset('soy.n.04'), Synset('wheat.n.02'), Synset('corn_whiskey.n.01')]","['export.v.03', 'inspection.n.01', 'thousand.n.01', 'repair.v.01', 'soy.n.04', 'wheat.n.02', 'corn_whiskey.n.01']"
378,0,,[],[]
378,1,Final- crop- deficiency- payments- available- feed- grain- producers- October,"[Synset('final.s.02'), Synset('crop.v.05'), Synset('lack.n.01'), Synset('payment.n.01'), Synset('available.s.03'), Synset('tip.v.03'), Synset('texture.n.05'), Synset('producer.n.02'), Synset('october.n.01')]","['final.s.02', 'crop.v.05', 'lack.n.01', 'payment.n.01', 'available.s.03', 'tip.v.03', 'texture.n.05', 'producer.n.02', 'october.n.01']"
378,2,Wheat- deficiency- payments- crop- complete- made- cash- certificate- split- USDA- officials- indicated- want- feedgrains,"[Synset('pale_yellow.n.01'), Synset('lack.n.01'), Synset('payment.n.01'), Synset('crop.v.05'), Synset('complete.v.05'), Synset('take.v.27'), Synset('cash.v.01'), Synset('security.n.04'), Synset('split.n.09'), Synset('department_of_agriculture.n.01'), Synset('official.n.02'), Synset('indicate.v.02'), Synset('wish.n.01')]","['pale_yellow.n.01', 'lack.n.01', 'payment.n.01', 'crop.v.05', 'complete.v.05', 'take.v.27', 'cash.v.01', 'security.n.04', 'split.n.09', 'department_of_agriculture.n.01', 'official.n.02', 'indicate.v.02', 'wish.n.01']"
378,3,billion- dlrs- estimated- billion- corn- deficiency- payments- already- announced- billion- dlrs- pct- set- certificates,"[Synset('million.n.02'), Synset('estimate.v.01'), Synset('million.n.02'), Synset('corn_whiskey.n.01'), Synset('lack.n.01'), Synset('payment.n.01'), Synset('already.r.01'), Synset('announced.s.01'), Synset('million.n.02'), Synset('percentage.n.01'), Synset('stage_set.n.01'), Synset('security.n.04')]","['million.n.02', 'estimate.v.01', 'million.n.02', 'corn_whiskey.n.01', 'lack.n.01', 'payment.n.01', 'already.r.01', 'announced.s.01', 'million.n.02', 'percentage.n.01', 'stage_set.n.01', 'security.n.04']"
378,4,final- payment- billion- dlrs- certs- pct- split,"[Synset('final.s.02'), Synset('payment.n.01'), Synset('million.n.02'), Synset('cert.n.01'), Synset('percentage.n.01'), Synset('split.n.09')]","['final.s.02', 'payment.n.01', 'million.n.02', 'cert.n.01', 'percentage.n.01', 'split.n.09']"
378,5,However- release- month- almost- mln- dlrs- deficiency- payments- equally- divided- cash- certs- nothing- bring- percentage- certs,"[Synset('however.r.01'), Synset('turn.v.08'), Synset('month.n.02'), Synset('about.r.07'), Synset('lack.n.01'), Synset('payment.n.01'), Synset('evenly.r.01'), Synset('separate.v.07'), Synset('cash.v.01'), Synset('cert.n.01'), Synset('nothing.n.01'), Synset('lend.v.01'), Synset('percentage.n.01'), Synset('cert.n.01')]","['however.r.01', 'turn.v.08', 'month.n.02', 'about.r.07', 'lack.n.01', 'payment.n.01', 'evenly.r.01', 'separate.v.07', 'cash.v.01', 'cert.n.01', 'nothing.n.01', 'lend.v.01', 'percentage.n.01', 'cert.n.01']"
378,6,USDA- analysts- said- payments- reflected- hesitation- Office- Managament- Budget- allow- another- huge- release- certs- onto- market,"[Synset('department_of_agriculture.n.01'), Synset('analyst.n.03'), Synset('suppose.v.01'), Synset('payment.n.01'), Synset('reflect.v.06'), Synset('reluctance.n.02'), Synset('position.n.06'), Synset('budget.v.01'), Synset('let.v.01'), Synset('another.s.01'), Synset('huge.s.01'), Synset('turn.v.08'), Synset('cert.n.01'), Synset('marketplace.n.02')]","['department_of_agriculture.n.01', 'analyst.n.03', 'suppose.v.01', 'payment.n.01', 'reflect.v.06', 'reluctance.n.02', 'position.n.06', 'budget.v.01', 'let.v.01', 'another.s.01', 'huge.s.01', 'turn.v.08', 'cert.n.01', 'marketplace.n.02']"
378,7,Bills- pending- Congress- move- final- feedgrain- deficiency- payment- soon- five- months- harvest- possible- rather- current- year- lag- time,"[Synset('poster.n.01'), Synset('pending.s.01'), Synset('sexual_intercourse.n.01'), Synset('move.v.16'), Synset('final.s.02'), Synset('lack.n.01'), Synset('payment.n.01'), Synset('soon.r.01'), Synset('five-spot.n.03'), Synset('month.n.02'), Synset('harvest.v.02'), Synset('potential.a.01'), Synset('rather.r.01'), Synset('current.n.02'), Synset('year.n.03'), Synset('stave.n.02'), Synset('time.v.05')]","['poster.n.01', 'pending.s.01', 'sexual_intercourse.n.01', 'move.v.16', 'final.s.02', 'lack.n.01', 'payment.n.01', 'soon.r.01', 'five-spot.n.03', 'month.n.02', 'harvest.v.02', 'potential.a.01', 'rather.r.01', 'current.n.02', 'year.n.03', 'stave.n.02', 'time.v.05']"
378,8,Neither- Rep- Edward- Madigan- R- Ill- Sen- Bob- Dole- R- Kans,"[Synset('neither.s.01'), Synset('rep.n.02'), Synset('edward.n.01'), Synset('roentgen.n.01'), Synset('ill.r.01'), Synset('sen.n.01'), Synset('curtsy.v.02'), Synset('dole.n.01'), Synset('roentgen.n.01')]","['neither.s.01', 'rep.n.02', 'edward.n.01', 'roentgen.n.01', 'ill.r.01', 'sen.n.01', 'curtsy.v.02', 'dole.n.01', 'roentgen.n.01']"
378,9,sponsors- bills- brought- legislation- forward,"[Synset('presenter.n.02'), Synset('poster.n.01'), Synset('lend.v.01'), Synset('legislation.n.01'), Synset('forward.n.02')]","['presenter.n.02', 'poster.n.01', 'lend.v.01', 'legislation.n.01', 'forward.n.02']"
378,10,Aides- said- timing- depend- budget- discussions,"[Synset('adjutant.n.01'), Synset('suppose.v.01'), Synset('timing.n.02'), Synset('depend.v.01'), Synset('budget.v.01'), Synset('discussion.n.02')]","['adjutant.n.01', 'suppose.v.01', 'timing.n.02', 'depend.v.01', 'budget.v.01', 'discussion.n.02']"
378,11,,[],[]
379,0,USDA- ESTIMATES- USSR- GRAIN- IMPORTS- MLN- TONNES- VS- FEB- USDA- ESTIMATES- USSR- GRAIN- IMPORTS- MLN- TONNES- VS- FEB,"[Synset('department_of_agriculture.n.01'), Synset('estimate.v.01'), Synset('soviet_union.n.01'), Synset('texture.n.05'), Synset('spell.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('february.n.01'), Synset('department_of_agriculture.n.01'), Synset('estimate.v.01'), Synset('soviet_union.n.01'), Synset('texture.n.05'), Synset('spell.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('february.n.01')]","['department_of_agriculture.n.01', 'estimate.v.01', 'soviet_union.n.01', 'texture.n.05', 'spell.v.02', 'metric_ton.n.01', 'volt.n.01', 'february.n.01', 'department_of_agriculture.n.01', 'estimate.v.01', 'soviet_union.n.01', 'texture.n.05', 'spell.v.02', 'metric_ton.n.01', 'volt.n.01', 'february.n.01']"
380,0,USDA- ESTIMATES- SOVIET- GRAIN- CROP- MLN- TONNES- VS- FEB- YEAR- AGO- USDA- ESTIMATES- SOVIET- GRAIN- CROP- MLN- TONNES- VS- FEB- YEAR- AGO,"[Synset('department_of_agriculture.n.01'), Synset('estimate.v.01'), Synset('soviet.n.01'), Synset('texture.n.05'), Synset('snip.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('february.n.01'), Synset('year.n.03'), Synset('ago.s.01'), Synset('department_of_agriculture.n.01'), Synset('estimate.v.01'), Synset('soviet.n.01'), Synset('texture.n.05'), Synset('snip.v.02'), Synset('metric_ton.n.01'), Synset('volt.n.01'), Synset('february.n.01'), Synset('year.n.03'), Synset('ago.s.01')]","['department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'texture.n.05', 'snip.v.02', 'metric_ton.n.01', 'volt.n.01', 'february.n.01', 'year.n.03', 'ago.s.01', 'department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'texture.n.05', 'snip.v.02', 'metric_ton.n.01', 'volt.n.01', 'february.n.01', 'year.n.03', 'ago.s.01']"
