index_P,index_sent,words_not_stop
266,10,[]
266,11,[]
267,0,[]
267,1,"['BONUS', 'RICE', 'U', 'Agriculture', 'Department', 'said', 'Turkey', 'made', 'eligible', 'sale', 'tonnes', 'medium', 'grain', 'milled', 'rice', 'department', 'export', 'enhancement', 'program', 'EEP']"
267,2,[]
267,3,[]
268,0,"['ARGENTINE', 'GRAIN', 'SHIPMENTS', 'WEEK', 'APRIL', 'Argentine', 'Grain', 'Board', 'issued', 'following', 'figures', 'covering', 'shipments', 'major', 'export', 'grains', 'week', 'April', 'tonnes', 'comparisons', 'previous', 'week', 'week']"
268,1,"['Bread', 'wheat', 'Maize', 'Sorghum', 'Soybean', 'nil', 'nil', 'nil', 'Sunflowerseed', 'nil', 'Cumulative', 'figures', 'April', 'calendar', 'year', 'previous', 'year', 'figures', 'brackets', 'follows', 'thousands', 'tonnes', 'Bread', 'wheat', 'Maize', 'Sorghum', 'Soybean', 'nil', 'nil', 'nil', 'nil', 'Sunflowerseed', 'nil', 'nil']"
269,0,"['ARGENTINE', 'GRAIN', 'OILSEED', 'EXPORT', 'PRICES', 'ADJUSTED', 'Argentine', 'Grain', 'Board', 'adjusted', 'minimum', 'export', 'prices', 'grain', 'oilseed', 'products', 'dlrs', 'per', 'tonne', 'FOB', 'previous', 'brackets', 'follows', 'Maize', 'grain', 'sorghum']"
269,1,"['Roasted', 'groundnutseed', 'according', 'grain', 'size']"
269,2,"['Soybean', 'pellets', 'shipments', 'May', 'June', 'onwards']"
269,3,[]
270,0,"['EXPORT', 'BUSINESS', 'GRAINS', 'OILSEEDS', 'COMPLEX', 'Grain', 'oilseed', 'complex', 'export', 'business', 'reported', 'since', 'yesterday', 'government', 'agencies', 'private', 'exporters', 'Japanese', 'crushers', 'bought', 'tonnes', 'Canadian', 'rapeseed', 'export', 'business', 'overnight', 'May', 'shipment', 'Greece', 'agreed', 'buy', 'tonnes', 'Spanish', 'corn', 'spot', 'shipment', 'Italy', 'buying', 'tonnes', 'Spanish', 'corn', 'last', 'half', 'April', 'shipment', 'spokesman', 'cargill', 'spanish', 'unit', 'said', 'Taiwan', 'bought', 'tonnes', 'U', 'soybeans', 'April', 'May', 'delivery', 'C', 'F', 'Continued', 'India', 'State', 'Trading', 'Corp', 'bought', 'tonnes', 'optional', 'origin', 'soybean', 'oil', 'May', 'June', 'shipment', 'tonnes', 'RBD', 'palm', 'olein', 'April', 'May', 'shipment', 'import', 'tender', 'yesterday', 'Pakistan', 'rejected', 'offers', 'tender', 'tonnes', 'RBD', 'palm', 'oil', 'expected', 'retender', 'next', 'week', 'U', 'Department', 'Agriculture', 'USDA', 'said', 'accepted', 'bid', 'export', 'bonus', 'cover', 'sale', 'tonnes', 'U', 'hard', 'red', 'winter', 'wehat', 'Sri', 'Lanka', 'April', 'shipment', 'additional', 'tonnes', 'wheat', 'still', 'available', 'Sri', 'Lanka', 'Export', 'Enhancement', 'Program', 'EEP', 'Continued', 'USDA', 'said', 'accepted', 'bid', 'export', 'bonus', 'cover', 'sale', 'tonnes', 'U', 'durum', 'wheat', 'Algeria', 'June', 'shipment', 'additional', 'tonnes', 'still', 'available', 'Algeria', 'EEP']"
270,1,"['Tenders', 'Jordan', 'tender', 'Monday', 'April', 'tonnes', 'U', 'hard', 'soft', 'wheats', 'various', 'April', 'Nov', 'shipments', 'EEP']"
270,2,[]
270,3,[]
271,0,"['APR', 'APR']"
272,0,[]
272,1,"['said', 'government', 'private', 'exporters', 'shipped', 'tonnes', 'respectively']"
272,2,"['Private', 'exporters', 'concluded', 'advance', 'weekly', 'sales', 'tonnes', 'tonnes', 'previous', 'week']"
272,3,"['Thailand', 'exported', 'mln', 'tonnes', 'rice', 'January', 'March', 'mln', 'tonnes', 'year', 'ago']"
272,4,[]
272,5,[]
273,0,[]
273,1,"['said', 'average', 'temperatures', 'last', 'days', 'March', 'east', 'China', 'three', 'five', 'degrees', 'centigrade', 'average']"
273,2,"['Snow', 'fell', 'Jiangsu', 'Anhui', 'Hubei', 'Henan', 'making', 'early', 'rice', 'sowing', 'difficult']"
273,3,[]
273,4,"['paper', 'said', 'rainfall', 'last', 'days', 'March', 'areas', 'south', 'Yangtze', 'much', 'higher', 'normal']"
273,5,[]
273,6,"['gave', 'details']"
273,7,"['New', 'China', 'News', 'Agency', 'said', 'rain', 'snow', 'Henan', 'improved', 'prospects', 'wheat', 'sown', 'mln', 'hectares', 'caused', 'drop', 'grain', 'prices', 'rural', 'fairs', 'since', 'late', 'February']"
273,8,"['gave', 'figures', 'comparison']"
273,9,[]
274,0,[]
274,1,[]
274,2,"['situation', 'particularly', 'bad', 'Central', 'Asian', 'republic', 'Kazakhstan', 'severely', 'criticised', 'since', 'ousting', 'veteran', 'leader', 'Dinmukhamed', 'Kunayev', 'last', 'December']"
274,3,"['new', 'leader', 'Gennady', 'Kolbin', 'said', 'times', 'grain', 'growing', 'republic', 'performed', 'badly', 'obliged', 'seek', 'grain', 'supplies', 'national', 'reserves']"
274,4,"['Tass', 'news', 'agency', 'announced', 'yesterday', 'Grain', 'Products', 'Minister', 'Grigory', 'Zolotukhin', 'retired', 'replaced', 'Alexander', 'Budyka', 'senior', 'food', 'industry', 'official']"
274,5,"['Pravda', 'added', 'today', 'crisis', 'industry', 'drawn', 'Zolotukhin', 'attention', 'two', 'deputies', 'reprimanded']"
274,6,[]
275,0,[]
275,1,"['Analysis', 'GAO', 'obtained', 'Agriculture', 'Department', 'Office', 'Management', 'Budget', 'suggests', 'certificates', 'cost', 'cash', 'payments', 'GAO', 'official', 'told', 'Reuters']"
275,2,"['GAO', 'preparing', 'certificate', 'study', 'specific', 'request', 'Sen', 'Jesse', 'Helms', 'R', 'N', 'C', 'former', 'chairman', 'senate', 'agriculture', 'committee']"
275,3,"['report', 'focus', 'cost', 'certificates', 'compared', 'cash', 'scheduled', 'released', 'mid', 'March']"
275,4,"['cost', 'certificates', 'said', 'GAO', 'source', 'depends', 'program', 'impact', 'USDA', 'loan', 'program']"
275,5,[]
275,6,[]
275,7,[]
275,8,[]
275,9,[]
275,10,[]
276,0,[]
276,1,"['said', 'corn', 'producers', 'receive', 'mln', 'dlrs', 'sorghum', 'producers', 'mln', 'dlrs']"
276,2,[]
276,3,[]
276,4,"['Department', 'said', 'deficiency', 'payment', 'rates', 'cents', 'per', 'bushel', 'corn', 'cents', 'per', 'bushel', 'sorghum', 'received', 'producers', 'requesting', 'advance', 'payments']"
276,5,"['Deficiency', 'payments', 'calculated', 'difference', 'established', 'target', 'price', 'higher', 'basic', 'loan', 'rate', 'national', 'average', 'price', 'received', 'farmers', 'first', 'five', 'months', 'marketing', 'year', 'September', 'January']"
276,6,"['National', 'weighted', 'average', 'market', 'prices', 'first', 'five', 'months', 'season', 'dlrs', 'per', 'bushel', 'corn', 'dlrs', 'per', 'bushel', 'sorghum']"
276,7,"['Eligible', 'corn', 'producers', 'paid', 'cts', 'per', 'bushel', 'based', 'difference', 'target', 'price', 'dlr', 'per', 'bushel', 'basic', 'loan', 'rate']"
276,8,"['Sorghum', 'producers', 'deficiency', 'payment', 'rate', 'cents', 'per', 'bushel', 'based', 'difference', 'dlrs', 'per', 'bushel', 'target', 'price', 'dlrs', 'per', 'bushel', 'basic', 'loan', 'rate']"
276,9,[]
276,10,[]
276,11,[]
276,12,[]
277,0,[]
277,1,[]
277,2,"['Bids', 'amounted', 'tonnes', 'offerings', 'Prices', 'paid', 'prevailing', 'intervention', 'feed', 'wheat', 'price', 'stg', 'per', 'tonne']"
277,3,[]
277,4,"['European', 'Commission', 'recently', 'made', 'available', 'tonnes', 'next', 'week', 'tender']"
277,5,[]
278,0,[]
278,1,"['report', 'Export', 'Markets', 'U', 'Grains', 'department', 'said', 'sharp', 'fall', 'world', 'wheat', 'prices', 'reduced', 'export', 'sales', 'revenue', 'AWB', 'levels', 'insufficient', 'cover', 'breakeven', 'export', 'price', 'estimated', 'around', 'dlrs', 'per', 'tonne']"
278,2,[]
278,3,[]
278,4,"['addition', 'deductions', 'taxes', 'freight', 'handling', 'storage', 'deducted', 'GMP', 'farmer', 'receives']"
278,5,"['department', 'said', 'Australian', 'Bureau', 'Agricultural', 'Economics', 'BAE', 'predicts', 'wheat', 'production', 'drop', 'sharply', 'mln', 'tonnes', 'mln']"
278,6,[]
278,7,[]
279,0,[]
279,1,[]
279,2,[]
279,3,[]
280,0,"['GRAIN', 'RESERVE', 'HOLDINGS', 'USDA', 'U', 'Agriculture', 'Department', 'gave', 'preliminary', 'breakdown', 'grain', 'Farmer', 'Owned', 'Grain', 'Reserve', 'April', 'comparisons', 'based', 'telephone', 'reports', 'farmers', 'filed', 'department', 'Kansas', 'City', 'field', 'office', 'mln', 'bushels', 'April', 'Previous', 'Wheat', 'Corn', 'Sorghum', 'Barley', 'Oats']"
281,0,"['GRAIN', 'RESERVE', 'HOLDINGS', 'BREAKDOWN', 'U', 'Agriculture', 'Department', 'gave', 'following', 'breakdown', 'grain', 'remaining', 'farmer', 'owned', 'grain', 'reserve', 'April', 'mln', 'bushels', 'reserve', 'number', 'II', 'III', 'IV', 'V', 'VI', 'Wheat', 'nil', 'nil', 'Corn', 'Sorghum', 'x', 'Barley', 'x', 'mln', 'cwts']"
281,1,[]
281,2,[]
282,0,[]
282,1,"['sale', 'sharply', 'undercut', 'U', 'offer', 'dlrs', 'per', 'tonne', 'FOB', 'tonnes', 'wheat', 'said', 'latest', 'report', 'Export', 'Markets', 'U', 'grains']"
282,2,[]
282,3,[]
282,4,[]
282,5,"['said', 'BWB', 'expects', 'U', 'major', 'supplier', 'additional', 'tonnes', 'commitments', 'purchase', 'U', 'wheat', 'two', 'thirds', 'year', 'total', 'tonnes', 'versus', 'year', 'ago']"
282,6,[]
283,0,[]
283,1,[]
283,2,[]
284,0,[]
284,1,[]
285,0,[]
285,1,[]
285,2,[]
285,3,"['Since', 'imports', 'U', 'facing', 'increased', 'competition', 'South', 'Africa', 'Taiwan', 'Japan']"
285,4,[]
285,5,[]
286,0,"['CBT', 'TRADERS', 'LOOK', 'AHEAD', 'SPRING', 'PLANTINGS', 'Chicago', 'Board', 'trade', 'grain', 'traders', 'analysts', 'voiced', 'lot', 'interest', 'farmers', 'planned', 'handle', 'upcoming', 'spring', 'plantings', 'prompting', 'sales', 'new', 'crop', 'months', 'corn', 'oats', 'purchases', 'new', 'crop', 'soybeans', 'futures', 'markets']"
286,1,"['Professionals', 'grains', 'trade', 'think', 'farmers', 'willing', 'stick', 'corn', 'acres', 'soybeans', 'corn', 'protected', 'acreage', 'reduction', 'program']"
286,2,"['gives', 'deficiency', 'payments', 'farmers', 'corn', 'prices', 'stay', 'low']"
286,3,"['Farmers', 'place', 'soybeans', 'loan', 'program', 'sign', 'reduced', 'acreage', 'price', 'guarantees']"
286,4,"['price', 'outlook', 'commodities', 'dismal', 'traders', 'believe', 'farmers', 'want', 'stick', 'sure', 'thing', 'rather', 'gamble', 'soybeans', 'though', 'new', 'crop', 'soybean', 'corn', 'ratio', 'would', 'make', 'planting', 'soybeans', 'attractive', 'normal', 'circumstances']"
286,5,[]
286,6,"['acres', 'farmers', 'may', 'thinking', 'shifting', 'soybeans', 'planted', 'oats', 'due', 'attractive', 'deal', 'government', 'added']"
286,7,"['Cotton', 'prices', 'almost', 'twice', 'six', 'months', 'ago', 'prompt', 'many', 'farmers', 'South', 'put', 'soybean', 'land', 'back', 'cotton']"
286,8,[]
286,9,[]
287,0,[]
287,1,[]
287,2,"['Sen', 'Edward', 'Zorinsky', 'Neb']"
287,3,"['sponsor', 'measure', 'said', 'recently', 'crop', 'rotating', 'practices', 'resulted', 'less', 'erosion', 'practices', 'many', 'farmers', 'produced', 'strictly', 'row', 'crops']"
287,4,[]
288,0,[]
288,1,"['said', 'last', 'week', 'cereals', 'management', 'committee', 'agreed', 'release', 'tonnes', 'feed', 'wheat', 'weekly', 'tenders', 'April', 'May']"
288,2,"['also', 'indicated', 'planned', 'allow', 'release', 'another', 'tonnes', 'April']"
288,3,[]
288,4,"['British', 'government', 'applied', 'release', 'tonnes', 'May', 'June', 'British', 'intervention', 'stores', 'prevent', 'market', 'prices', 'rising']"
288,5,"['However', 'sources', 'said', 'Commission', 'wanted', 'review', 'market', 'situation', 'nearer', 'time', 'giving', 'approval']"
288,6,"['Commission', 'given', 'new', 'powers', 'last', 'year', 'control', 'release', 'intervention', 'cereals', 'onto', 'market', 'sources', 'noted']"
288,7,"['Following', 'last', 'week', 'committee', 'meeting', 'U', 'K', 'Ministry', 'Agriculture', 'said', 'Commission', 'given', 'assurance', 'additional', 'quantities', 'intervention', 'wheat', 'would', 'made', 'available', 'May', 'June']"
288,8,"['also', 'said', 'envisaged', 'monthly', 'releases', 'would', 'least', 'tonnes', 'depending', 'state', 'market']"
288,9,"['lead', 'widespread', 'assumption', 'Commission', 'actually', 'approved', 'release', 'tonnes', 'three', 'months', 'April', 'May', 'June', 'last', 'week', 'meeting']"
288,10,[]
289,0,[]
289,1,[]
289,2,"['Speaking', 'House', 'agriculture', 'subcommittee', 'hearing', 'use', 'certificates', 'Amstutz', 'said', 'issuance', 'billion', 'dlrs', 'certificates', 'fiscal', 'years', 'could', 'result', 'government', 'outlays', 'mln', 'dlrs']"
289,3,[]
289,4,"['Without', 'use', 'certificates', 'Amstutz', 'said', 'nearly', 'entire', 'crop', 'put', 'loan', 'would', 'forfeited', 'Commodity', 'Credit', 'Corporation', 'CCC']"
289,5,[]
289,6,"['asked', 'comment', 'recent', 'study', 'General', 'Accounting', 'Office', 'concluded', 'certificates', 'result', 'net', 'cost', 'government', 'Amstutz', 'said', 'GAO', 'underestimated', 'benefits', 'overstated', 'costs', 'certificate', 'program']"
289,7,"['Amstutz', 'said', 'certificates', 'encourage', 'loan', 'entries', 'also', 'encourage', 'heavier', 'loan', 'redemptions', 'rather', 'forfeitures']"
289,8,[]
289,9,[]
289,10,[]
289,11,[]
289,12,"['Amstutz', 'told', 'subcommittee', 'Chairman', 'Rep', 'Dan', 'Glickman', 'Kans']"
289,13,"['USDA', 'process', 'preparing', 'official', 'response', 'GAO', 'study', 'certificates', 'submit', 'subcommittee', 'completed']"
289,14,[]
290,0,[]
290,1,"['GRAIN', 'CERTIFICATES', 'NEEDED', 'STUDY', 'SAYS', 'generic', 'grain', 'certificates', 'released', 'onto', 'market', 'order', 'U', 'certificate', 'program', 'full', 'effect', 'commodities', 'according', 'study', 'Sparks', 'Commodities', 'Inc']"
290,2,"['Agriculture', 'Department', 'make', 'grain', 'deficiency', 'payments', 'paid', 'land', 'diversion', 'payments', 'two', 'third', 'certificate', 'one', 'third', 'cash', 'ratio', 'fiscal', 'year', 'Carroll', 'Brunthaver', 'president', 'Sparks', 'Commodities', 'told', 'House', 'agriculture', 'subcommittee', 'hearing', 'certificates']"
290,3,[]
290,4,"['Sparks', 'study', 'certificates', 'examined', 'two', 'possible', 'scenarios', 'growing', 'season', 'zero', 'certificate', 'case', 'certificate', 'program', 'assumed', 'alternative', 'case', 'labeled', 'adequate', 'certificate', 'case', 'sufficient', 'certificates', 'would', 'released', 'grain', 'prices', 'would', 'artificially', 'supported', 'market', 'shortages', 'due', 'acreage', 'reduction', 'programs', 'government', 'holdings']"
290,5,"['study', 'showed', 'total', 'grain', 'use', 'adequate', 'certificate', 'scenario', 'would', 'exceed', 'zero', 'certificate', 'scenario', 'pct']"
290,6,"['Usage', 'would', 'markedly', 'grain', 'usage', 'certificate', 'program', 'estimated', 'exceed', 'zero', 'certificate', 'case', 'pct']"
290,7,[]
290,8,"['Sparks', 'study', 'said', 'billion', 'dlrs', 'pct', 'savings', 'resulted', 'smaller', 'government', 'storage', 'costs']"
290,9,"['study', 'also', 'estimated', 'government', 'grain', 'stocks', 'adequate', 'certificate', 'case', 'would', 'billion', 'bushels', 'zero', 'certificate', 'case', 'end', 'period', 'examined']"
290,10,"['Sparks', 'study', 'said', 'certificates', 'permit', 'market', 'prices', 'fall', 'loan', 'levels', 'lower', 'prices', 'increase', 'commodity', 'usage', 'reduce', 'net', 'costs', 'certificates', 'versus', 'cash']"
290,11,[]
291,0,[]
291,1,"['International', 'Weather', 'Crop', 'Summary', 'agency', 'said', 'region', 'precipitation', 'fell', 'rain']"
291,2,[]
291,3,[]
291,4,"['agency', 'said', 'average', 'weekly', 'temperatures', 'normal', 'southeast', 'near', 'normal', 'southwest', 'northeast', 'normal', 'northwest']"
291,5,[]
291,6,[]
292,0,[]
292,1,"['ELEVATOR', 'LOADING', 'WAITING', 'Continental', 'Grain', 'Westwego', 'Mississippi', 'River', 'Myrtle', 'Grove', 'ADM', 'Growmark', 'Bunge', 'Grain', 'Destrehan', 'ELEVATOR', 'LOADING', 'WAITING', 'ST', 'CHARLES', 'DESTREHAN', 'RESERVE', 'ELEVATOR', 'CORP', 'PEAVEY', 'CO', 'ST', 'ELMO', 'CARGILL', 'GRAIN', 'TERRE', 'HAUTE', 'CARGILL', 'GRAIN', 'PORT', 'ALLEN', 'ZEN', 'NOH']"
293,0,[]
293,1,"['pre', 'dawn', 'explosion', 'ripped', 'wooden', 'elevator', 'open', 'fire', 'followed', 'continued', 'burning', 'late', 'morning', 'contained', 'according', 'dispatcher', 'Algona', 'Police', 'Department']"
293,2,"['injuries', 'reported', 'Lone', 'Rock', 'Coop', 'facility']"
293,3,"['dispatcher', 'said', 'elevator', 'filled', 'corn', 'nearby', 'drying', 'building', 'holding', 'soybeans', 'fire']"
293,4,"['explosion', 'second', 'four', 'days', 'Iowa', 'following', 'destruction', 'Archer', 'Daniels', 'Midland', 'elevator', 'Burlington', 'last', 'Friday']"
293,5,[]
294,0,[]
294,1,"['department', 'said', 'action', 'taken', 'request', 'Iraq', 'State', 'Trade', 'Organization', 'Grains', 'Foodstuffs']"
294,2,"['guarantee', 'line', 'sales', 'corn', 'reduced', 'mln', 'dlrs', 'mln', 'line', 'oilseeds', 'mln', 'dlrs', 'zero']"
294,3,[]
294,4,[]
295,0,[]
295,1,"['agent', 'said', 'deliveries', 'northern', 'spring', 'dns', 'wheat', 'include', 'laydays', 'July', 'tonnes', 'August', 'tonnes', 'September', 'tonnes']"
295,2,"['Deliveries', 'hard', 'red', 'winter', 'wheat', 'laydays', 'June', 'tonnes', 'July', 'tonnes', 'September', 'tonnes']"
295,3,[]
295,4,[]
296,0,[]
296,1,"['USDA', 'said', 'action', 'taken', 'request', 'Bangladesh', 'government', 'reduces', 'guarantee', 'line', 'authorized', 'wheat', 'sales', 'mln', 'dlrs', 'creates', 'new', 'line', 'mln', 'dlrs', 'vegetable', 'oils']"
296,2,[]
296,3,[]
296,4,[]
297,0,"['USDA', 'ANNOUNCES', 'WORLD', 'MARKET', 'RICE', 'PRICES', 'U', 'Agriculture', 'Department', 'announced', 'following', 'prevailing', 'world', 'market', 'prices', 'rice', 'loan', 'rate', 'basis', 'previous', 'prices', 'Long', 'grain', 'whole', 'kernels', 'cts', 'per', 'lb', 'vs', 'Medium', 'grain', 'whole', 'kernels', 'cts', 'per', 'lb', 'vs', 'Short', 'grain', 'whole', 'kernels', 'cts', 'per', 'lb', 'vs', 'Broken', 'kernels', 'cts', 'per', 'lb', 'vs', 'repayment', 'rate', 'crop', 'warehouse', 'farm', 'stored', 'rice', 'loans', 'higher', 'world', 'price', 'pct', 'loan', 'rate', 'dlrs', 'per', 'cwt']"
297,1,[]
297,2,[]
298,0,"['GRAIN', 'SHIPS', 'LOADING', 'PORTLAND', 'six', 'grain', 'ships', 'loading', 'six', 'ships', 'waiting', 'load', 'Portland', 'according', 'Portland', 'Merchants', 'Exchange']"
298,1,[]
299,0,"['APR', 'APR']"
300,0,[]
300,1,"['Interior', 'grain', 'soybean', 'prices', 'affected', 'counties', 'based', 'solely', 'Texas', 'Gulf']"
300,2,"['Prior', 'change', 'county', 'prices', 'also', 'priced', 'Amarillo', 'market']"
300,3,"['changes', 'made', 'better', 'reflect', 'local', 'market', 'conditions', 'said', 'Ralph', 'Klopfenstein', 'deputy', 'administrator', 'commodity', 'operations', 'USDA']"
300,4,"['Texas', 'Gulf', 'always', 'dominant', 'market', 'counties']"
300,5,"['Amarillo', 'never', 'became', 'effective', 'area', 'Klopfenstein', 'told', 'Reuters']"
300,6,[]
301,0,[]
301,1,[]
302,0,[]
302,1,"['Jordan', 'today', 'bid', 'dlrs', 'per', 'tonne', 'soft', 'wheat', 'dlrs', 'per', 'tonne', 'hard', 'red', 'winter', 'wheat', 'tender', 'tonnes', 'hard', 'soft', 'wheat', 'April', 'November', 'shipment']"
302,2,[]
302,3,[]
303,0,[]
303,1,[]
303,2,[]
304,0,[]
304,1,"['ministers', 'agreed', 'extensification', 'scheme', 'farmers', 'would', 'qualify', 'compensation', 'cut', 'output', 'specific', 'products', 'least', 'pct']"
304,2,"['plan', 'would', 'initially', 'apply', 'cereals', 'beef', 'veal', 'wine', 'added']"
304,3,"['Cereals', 'farmers', 'would', 'achieve', 'output', 'cuts', 'reducing', 'acreage', 'cattle', 'farmers', 'would', 'reduce', 'number', 'head', 'vinegrowers', 'would', 'cut', 'yield']"
304,4,"['case', 'farmers', 'would', 'undertake', 'step', 'capacity', 'output', 'products', 'surplus', 'EC']"
304,5,"['sources', 'said', 'payment', 'levels', 'yet', 'fixed', 'designed', 'compensate', 'farmers', 'loss', 'profit', 'production', 'forego']"
304,6,"['sources', 'said', 'package', 'also', 'contains', 'provisions', 'payments', 'farmers', 'embark', 'program', 'aimed', 'protecting', 'improving', 'environment']"
304,7,"['would', 'also', 'mean', 'compensatory', 'allowances', 'less', 'favoured', 'farming', 'areas', 'would', 'extended', 'crops']"
304,8,"['present', 'allowances', 'available', 'livestock']"
304,9,"['package', 'would', 'provide', 'mln', 'Ecus', 'research', 'alternative', 'farming', 'techniques', 'sources', 'added']"
304,10,"['news', 'conference', 'EC', 'Farm', 'Commissioner', 'Frans', 'Andriessen', 'said', 'Commission', 'also', 'working', 'proposals', 'enable', 'EC', 'member', 'states', 'provide', 'direct', 'income', 'supports', 'relatively', 'poor', 'farmers']"
304,11,"['Andriessen', 'give', 'full', 'details', 'said', 'member', 'state', 'aid', 'would', 'subject', 'strict', 'criteria', 'avoid', 'distortion', 'competition']"
304,12,"['EC', 'payments', 'would', 'aim', 'help', 'farmers', 'survive', 'difficult', 'period', 'EC', 'tackles', 'problems', 'surplus', 'production']"
304,13,"['Commission', 'withdrew', 'package', 'agreed', 'last', 'night', 'proposals', 'pay', 'early', 'retirement', 'pensions', 'farmers', 'aged', 'gave', 'production']"
304,14,"['took', 'land', 'completely', 'farm', 'production', 'rather', 'passing', 'heirs', 'would', 'received', 'generous', 'payments']"
304,15,"['Andriessen', 'said', 'Commission', 'plans', 'present', 'revised', 'proposals', 'along', 'lines', 'effort', 'get', 'scheme', 'agreed']"
304,16,[]
305,0,[]
305,1,"['varieties', 'winter', 'wheat', 'sown', 'Poland', 'survive', 'ground', 'temperatures', 'low', 'minus', 'degrees', 'C', 'Spokesman', 'Teresa', 'Tomaszewska', 'told', 'Reuters']"
305,2,"['though', 'earlier', 'thin', 'protective', 'layer', 'snow', 'mainly', 'melted', 'February', 'air', 'temperatures', 'minus', 'C', 'harmful', 'said', 'added', 'wheat', 'still', 'damaged', 'cold', 'spells', 'March', 'April', 'young', 'shoots', 'may', 'exposed', 'night', 'frosts']"
305,3,[]
306,0,[]
306,1,[]
306,2,[]
306,3,"['rains', 'damage', 'maize', 'sunflower', 'sorghum', 'crops', 'though', 'fresh', 'rains', 'similar', 'volume', 'could', 'reduce', 'yields', 'cut', 'total', 'volume', 'year', 'harvest']"
306,4,"['Rainfall', 'measured', 'mm', 'Buenos', 'Aires', 'heaviest', 'rains', 'province', 'western', 'sectors', 'mm', 'Cordoba', 'mm', 'La', 'Pampa', 'mm', 'Santa', 'Fe', 'mm', 'Entre', 'Rios', 'five', 'mm', 'Misiones', 'five', 'mm', 'San', 'Luis']"
306,5,"['rain', 'recorded', 'Corrientes', 'Chaco', 'Formosa']"
306,6,"['Growers', 'revise', 'estimates', 'total', 'volume', 'coarse', 'grain', 'harvest', 'last', 'week', 'estimates']"
306,7,"['Maize', 'harvesting', 'continued', 'moving', 'forward', 'central', 'Santa', 'Fe', 'though', 'slowly']"
306,8,"['Growers', 'harvested', 'seven', 'nine', 'pct', 'total', 'planted', 'area', 'compared', 'five', 'seven', 'pct', 'last', 'week']"
306,9,"['Total', 'maize', 'area', 'planted', 'harvest', 'estimated', 'mln', 'hectares', 'two', 'seven', 'pct', 'less', 'mln', 'hectares', 'planted', 'harvest']"
306,10,"['Maize', 'production', 'expected', 'total', 'mln', 'tonnes', 'drop', 'pct', 'mln', 'tonnes', 'harvested', 'last', 'year', 'according', 'private', 'estimates', 'pct', 'lower', 'last', 'year', 'volume', 'according', 'official', 'figures']"
306,11,[]
306,12,"['Two', 'mln', 'hectares', 'planted', 'sunflowers', 'harvest', 'pct', 'last', 'year', 'figure', 'mln', 'hectares']"
306,13,"['Sunflower', 'production', 'expected', 'total', 'mln', 'mln', 'tonnes', 'would', 'mean', 'drop', 'pct', 'record', 'mln', 'tonnes', 'harvested', 'harvest']"
306,14,"['Grain', 'sorghum', 'harvesting', 'inched', 'forward', 'two', 'four', 'pct', 'total', 'planted', 'area', 'harvest', 'mln', 'hectares', 'pct', 'less', 'mln', 'hectares', 'planted', 'harvest']"
306,15,"['Sorghum', 'production', 'expected', 'total', 'mln', 'mln', 'tonnes', 'pct', 'less', 'million', 'tonnes', 'harvested']"
306,16,"['Soybean', 'production', 'contrast', 'expected', 'hit', 'record', 'mln', 'tonnes', 'would', 'mean', 'increase', 'pct', 'last', 'year', 'record', 'figure', 'mln', 'tonnes', 'according', 'private', 'estimates']"
306,17,"['Official', 'figures', 'put', 'last', 'year', 'soybean', 'harvest', 'mln', 'tonnes']"
306,18,"['Soybean', 'crops', 'reported', 'generally', 'good', 'condition', 'helped', 'abundant', 'rains', 'high', 'temperatures']"
306,19,"['Total', 'soybean', 'planted', 'area', 'harvest', 'expected', 'record', 'mln', 'hectares', 'pct', 'last', 'year', 'harvest', 'figure', 'mln', 'hectares']"
306,20,[]
307,0,[]
307,1,"['SENATOR', 'PROPOSE', 'CROPS', 'Sen', 'Rudy', 'Boschwitz', 'R', 'Minn', 'said', 'intended', 'offer', 'legislation', 'would', 'allow', 'producers', 'wheat', 'feedgrains', 'cotton', 'rice', 'receive', 'least', 'pct', 'deficiency', 'payments', 'regardless', 'much', 'planted']"
307,2,"['Boschwitz', 'told', 'Senate', 'Agriculture', 'Committee', 'applying', 'called', 'provision', 'crops', 'supported', 'Reagan', 'administration', 'would', 'save', 'approximately', 'mln', 'dlrs', 'including', 'mln', 'dlrs', 'corn', 'payments', 'mln', 'dlrs', 'wheat', 'mln', 'dlrs', 'cotton']"
307,3,"['Minnesota', 'senator', 'said', 'might', 'offer', 'bill', 'Senate', 'floor', 'conference', 'committee', 'House', 'Representatives', 'event', 'similar', 'bill', 'House', 'Agriculture', 'Committee', 'approved', 'body']"
307,4,"['Boschwitz', 'told', 'Reuters', 'neither', 'U', 'Agriculture', 'Department', 'decided', 'whether', 'deficiency', 'payments', 'guaranteed', 'farmers', 'might', 'choose', 'plant', 'decoupling', 'scheme']"
307,5,"['payments', 'set', 'advance', 'decoupling', 'market', 'prices', 'conceivably', 'could', 'rise', 'thereby', 'leading', 'diminished', 'deficiency', 'payments']"
307,6,[]
307,7,[]
308,0,"['IZVESTIA', 'SAYS', 'SOVIET', 'WINTER', 'CROPS', 'NEED', 'RESEEDING', 'government', 'daily', 'Izvestia', 'said', 'considerable', 'amount', 'Soviet', 'winter', 'crops', 'need', 'reseeded', 'state', 'grain', 'harvest', 'target', 'mln', 'tonnes', 'easy', 'fulfil']"
